latitude,longitude,lat,lng,OID,CLUES,ESTADO,CLAVE_ENT,MUNICIPIO,CLAVE_MUNICIPIO,CVE_MUN,NOMBRE_LOCALIDAD,CLAVE_LOCALIDAD,NOMBRE_JURISDICCION,CLAVE_JURISDICCION,NOMBRE_INSTITUCION,CLAVE_INSTITUCION,TIPO_ESTABLECIMIENTO,CLAVE_TIPO_ESTABLECIMIENTO,NOMBRE_TIPOLOGIA,CLAVE_TIPOLOGIA,NOMBRE_SUBTIPOLOGIA,CLAVE_SUBTIPOLOGIA,CONSULTORIOS_MED_GRAL,OTROS_CONSULTORIOS,TOTAL_CONSULTORIOS,CAMAS_HOS,OTRAS_CAMAS,TOTAL_CAMAS,UNIDAD,ATENC_COVID,ESTADO_FASE,FASE_1_COVID,FASE_2_COVID,FASE_3_COVID,CLAVE_VIALIDAD,TIPO_VIALIDAD,VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,CLAVE_TIPO_ASENTAMIENTO,TIPO_ASENTAMIENTO,ASENTAMIENTO,OBSERVACIONES_DIRECCION,CODIGO_POSTAL,ESTATUS_OPERACION,CLAVE_ESTATUS_OPERACION,FECHA_CONSTRUCCION,FECHA_INICIO_OPERACION,LATITUDE,LONGITUDE,INS_ADM,INS_ADM_CLAVE,NIVEL_ATENCION,CLAVE_NIVEL_ATENCION,ESTRATO_UNIDAD,CLAVE_ESTRATO_UNIDAD,AREAS_SERVICIOS,POB_ENT,POB_MUN,RES_MUN_18ABR,RES_MUN_18ABR,RES_MUN_19ABR,RES_MUN_20ABR
19.4093,-99.1545,19.4093,-99.1545,5029,DFIMS000580,CIUDAD DE MEXICO,9,CUAUHTÉMOC,15,9015,CUAUHTEMOC,1,CUAUHTÉMOC,15,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL DE ESPECIALIDADES,HESP,NO ESPECIFICADO,99,101,0,101,309,0,309,HES CMN SIGLO XXI,SI,3,,,3 HOSPITAL ATENCIÓN Y TRATAMIENTO,5,CALLE,CUAUHTÉMOC ENTRE DR. MÁRQUEZ Y EJE 3 SUR,330,,,,DOCTORES,"AV. CUAUHTÉMOC NO. 330 ENTRE DR. MÁRQUE Y EJER 3 SUR COL. DOCTORES C.P. 06720, MÉXICO, D.F., D.F.",6720,EN OPERACION,1,,,19.4093,-99.1545,NO ESPECIFICADO,99,TERCER NIVEL,3,URBANO,2,,8851080,531831,134,139,160,163
19.4828,-99.1833,19.4828,-99.1833,5054,DFIMS000831,CIUDAD DE MEXICO,9,AZCAPOTZALCO,2,9002,AZCAPOTZALCO,1,AZCAPOTZALCO,2,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE ZONA,HGZ,NO ESPECIFICADO,99,25,0,25,203,0,203,HGZ NO. 48 SAN PEDRO XALPA,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,,,FRANCISCO BERTANI Y EPIDIO CORTES,SIN NÚMERO,,,,SAN PEDRO XALPA,"FRANCISCO BERTANI Y EPIDIO CORTES S/N, COL. SAN PEDRO XALPA",27200,EN OPERACION,1,,,19.4828,-99.1833,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,8851080,414711,86,94,107,108
19.4734,-99.1214,19.4734,-99.1214,5069,DFIMS000983,CIUDAD DE MEXICO,9,GUSTAVO A. MADERO,5,9005,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE ASISTENCIA SOCIAL,4,NO ESPECIFICADO,99,NO ESPECIFICADO,99,0,0,0,0,0,0,CSS TEPEYAC,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,DE GUADALUPE ESQUINA VICTORIA,497,,,,ESTRELLA,"CALZADA DE GUADALUPE NO. 497 ESQ. VICTORIA, COL. ESTRELLA, DELEG. GUSTAVO A. MADERO, D.F.",7810,EN OPERACION,1,,01/03/1960,19.4734,-99.1214,NO ESPECIFICADO,99,NO APLICA,6,URBANO,2,,8851080,1185772,208,238,263,268
19.3727,-99.1712,19.3727,-99.1712,5100,DFIST000312,CIUDAD DE MEXICO,9,BENITO JUÁREZ,14,9014,BENITO JUAREZ,1,BENITO JUÁREZ,14,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DE HOSPITALIZACIÓN,2,CENTRO MEDICO NACIONAL,CMN,NO ESPECIFICADO,99,104,0,104,380,0,380,20 DE NOVIEMBRE,SI,2,1 PRUEBAS DE DETECCIÓN,2 ATENCIÓN Y TRATAMIENTO,,,,FELIX CUEVAS,540,,,,DEL VALLE,"FELIX CUEVAS 540, COL. DEL VALLE",99999,EN OPERACION,1,01/05/1959,01/05/1961,19.3727,-99.1712,NO ESPECIFICADO,99,TERCER NIVEL,3,URBANO,2,,8851080,385439,91,96,109,115
19.4001,-99.2041,19.4001,-99.2041,5210,DFSMP000015,CIUDAD DE MEXICO,9,ÁLVARO OBREGÓN,10,9010,ALVARO OBREGON,1,ÁLVARO OBREGÓN,5,SERVICIOS MEDICOS PRIVADOS,SMP,DE HOSPITALIZACIÓN,2,NO ESPECIFICADO,99,NO ESPECIFICADO,99,0,0,0,172,0,172,"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER, I.A.P. (HOSPITAL ABC)",SI,1,1 PRUEBAS DE DETECCIÓN,,,,,SUR 136,116,,,,LAS AMÉRICAS,"SUR 136 NO. 116, COL.LAS AMÉRICAS",99999,EN OPERACION,1,,04/07/2041,19.4001,-99.2041,NO ESPECIFICADO,99,TERCER NIVEL,3,URBANO,2,,8851080,727034,146,163,178,183
19.4387,-99.1957,19.4387,-99.1957,5212,DFSMP000032,CIUDAD DE MEXICO,9,MIGUEL HIDALGO,16,9016,MIGUEL HIDALGO,1,MIGUEL HIDALGO,13,SERVICIOS MEDICOS PRIVADOS,SMP,DE HOSPITALIZACIÓN,2,NO ESPECIFICADO,99,NO ESPECIFICADO,99,78,0,78,401,0,401,SOCIEDAD DE BENEFICENCIA ESPAÑOLA I.A.P. (HOSPITAL ESPAÑOL),SI,1,1 PRUEBAS DE DETECCIÓN,,,5,CALLE,EJÉRCITO NACIONAL,613,,,,GRANADA,"AV.EJÉRCITO NACIONAL NO. 613, COL. GRANADA",11520,EN OPERACION,1,01/10/2037,01/10/2037,19.4387,-99.1957,NO ESPECIFICADO,99,TERCER NIVEL,3,URBANO,2,,8851080,372889,160,171,178,181
19.2964,-99.1607,19.2964,-99.1607,5214,DFSMP000056,CIUDAD DE MEXICO,9,TLALPAN,12,9012,TLALPAN,1,TLALPAN,8,SERVICIOS MEDICOS PRIVADOS,SMP,DE HOSPITALIZACIÓN,2,NO ESPECIFICADO,99,NO ESPECIFICADO,99,0,0,0,0,0,0,"MEDICA SUR, S.A.B. DE C.V. (SOCIEDAD ANÓNIMA BURSÁTIL DE CAPITAL VARIABLE)",SI,1,1 PRUEBAS DE DETECCIÓN,,,,,PUENTE DE PIEDRA,150,,,,TORIELLO GUERRA,"PUENTE DE PIEDRA NO. 150, COL. TORIELLO GUERRA",14050,EN OPERACION,1,,,19.2964,-99.1607,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,8851080,650567,156,186,201,207
19.4821,-99.1354,19.4821,-99.1354,6186,DFSSA003944,CIUDAD DE MEXICO,9,GUSTAVO A. MADERO,5,9005,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL ESPECIALIZADO,O,HOSPITALES FEDERALES DE REFERENCIA,HFR,3,101,104,373,98,471,HOSPITAL JUÁREZ DE MÉXICO,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,INSTITUTO POLITECNICO NACIONAL,5160,,,,MAGDALENA DE LAS SALINAS,"AV. INSTITUTO POLITECNICO NACIONAL 5160, COL. MAGDALENA DE LAS SALINAS, DELG. GUSTAVO A. MADERO",7760,EN OPERACION,1,,,19.4821,-99.1354,HOSPITAL FEDERAL DE REFERENCIA,HFR,TERCER NIVEL,3,URBANO,2,,8851080,1185772,208,238,263,268
19.2908,-99.1612,19.2908,-99.1612,6188,DFSSA003961,CIUDAD DE MEXICO,9,TLALPAN,12,9012,TLALPAN,1,TLALPAN,8,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL ESPECIALIZADO,O,HOSPITALES FEDERALES DE REFERENCIA,HFR,3,109,112,107,48,155,HOSPITAL GENERAL DR. MANUEL GEA GONZÁLEZ,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,DE TLALPAN,4800,,,,SECCIÓN XVI,"CALZADA DE TLALPAN 4800, COL. SECCIÓN XVI",14080,EN OPERACION,1,01/01/2046,01/09/2047,19.2908,-99.1612,HOSPITAL FEDERAL DE REFERENCIA,HFR,TERCER NIVEL,3,URBANO,2,,8851080,650567,156,186,201,207
19.4147,-99.1151,19.4147,-99.1151,6189,DFSSA003973,CIUDAD DE MEXICO,9,CUAUHTÉMOC,15,9015,CUAUHTEMOC,1,CUAUHTÉMOC,15,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL ESPECIALIZADO,O,HOSPITALES FEDERALES DE REFERENCIA,HFR,28,254,282,808,296,1104,HOSPITAL GENERAL DE MÉXICO,SI,2,1 PRUEBAS DE DETECCIÓN,2 ATENCIÓN Y TRATAMIENTO,,,,DR. BALMIS,148,,,,DOCTORES,"DR. BALMIS 148, COL. DOCTORES",99999,EN OPERACION,1,,,19.4147,-99.1151,HOSPITAL FEDERAL DE REFERENCIA,HFR,TERCER NIVEL,3,URBANO,2,,8851080,531831,134,139,160,163
19.2918,-99.1604,19.2918,-99.1604,6194,DFSSA004026,CIUDAD DE MEXICO,9,TLALPAN,12,9012,TLALPAN,1,TLALPAN,8,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL ESPECIALIZADO,O,INSTITUTOS NACIONALES DE SALUD,INS,0,55,55,175,53,228,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSÍO VILLEGAS,SI,3,1 PRUEBAS DE DETECCIÓN,2 ATENCIÓN Y TRATAMIENTO,3 INMUEBLE ADAPTADO ATENCIÓN Y TRATAMIENTO,5,CALLE,TLALPAN,4502,,,,SECCIÓN XVI,"CALZ. TLALPAN NO.4502, COL. SECC. XVI",14080,EN OPERACION,1,01/12/2030,01/12/2035,19.2918,-99.1604,INSTITUTO DE SALUD,INSALUD,TERCER NIVEL,3,URBANO,2,,8851080,650567,156,186,201,207
19.2877,-99.1572,19.2877,-99.1572,6197,DFSSA004055,CIUDAD DE MEXICO,9,TLALPAN,12,9012,TLALPAN,1,TLALPAN,8,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL ESPECIALIZADO,O,INSTITUTOS NACIONALES DE SALUD,INS,0,153,153,167,68,235,INSTITUTO NACIONAL DE CIENCIAS MÉDICAS Y NUTRICIÓN SALVADOR ZUBIRÁN,SI,2,1 PRUEBAS DE DETECCIÓN,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,VASCO DE QUIROGA,15,,,,COLONIA BELISARIO DOMÍNGUEZ SECCIÓN XVI,"VASCO DE QUIROGA NO.15, COL. SECC. XVI",14080,EN OPERACION,1,,01/12/2044,19.2877,-99.1572,INSTITUTO DE SALUD,INSALUD,TERCER NIVEL,3,URBANO,2,,8851080,650567,156,186,201,207
19.4107,-99.152,19.4107,-99.152,6200,DFSSA004084,CIUDAD DE MEXICO,9,CUAUHTÉMOC,15,9015,CUAUHTEMOC,1,CUAUHTÉMOC,15,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL ESPECIALIZADO,O,INSTITUTOS NACIONALES DE SALUD,INS,0,161,161,229,120,349,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SI,1,1 PRUEBAS DE DETECCIÓN,,,,,DR. MARQUEZ,162,,,,DOCTORES,"DR. MARQUEZ NO. 162, COL. DOCTORES",6720,EN OPERACION,1,,,19.4107,-99.152,INSTITUTO DE SALUD,INSALUD,TERCER NIVEL,3,URBANO,2,,8851080,531831,134,139,160,163
19.2874,-99.0527,19.2874,-99.0527,6301,DFSSA018154,CIUDAD DE MEXICO,9,TLÁHUAC,11,9011,TLAHUAC,1,TLÁHUAC,12,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL,M,NO ESPECIFICADO,99,0,29,29,120,58,178,HOSPITAL GENERAL TLÁHUAC,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,LA TURBA ESQUINA CON GABRIELA MISTRAL,655,,,,VILLA CENTROAMERICANA Y DEL CARIBE,"AV. LA TURBA NO. 655, ESQ. CON GABRIELA MISTRAL, COL. VILLA CENTROAMERICANA Y DEL CARIBE",13278,EN OPERACION,1,01/08/2009,01/05/2010,19.2874,-99.0527,SECRETARÍA DE SALUD ESTATAL,SESA,SEGUNDO NIVEL,2,URBANO,2,,8851080,360265,35,37,48,59
24.0282,-104.6828,24.0282,-104.6828,6574,DGIMS000042,DURANGO,10,DURANGO,5,10005,VICTORIA DE DURANGO,1,DURANGO,1,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE ZONA,HGZ,NO ESPECIFICADO,99,76,0,76,273,0,273,HGZMF 1 DURANGO,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,,,PREDIO CANOAS ESQ. AVENIDA NORMAL,,,,,,"PREDIO CANOAS ESQ. AVENIDA NORMAL COL. C.P. 34000, DURANGO, DURANGO",34000,EN OPERACION,1,,,24.0282,-104.6828,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,1632934,582267,5,5,5,5
25.5576,-103.5057,25.5576,-103.5057,6578,DGIMS000083,DURANGO,10,GÓMEZ PALACIO,7,10007,GOMEZ PALACIO,1,GÓMEZ PALACIO,2,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE ZONA,HGZ,NO ESPECIFICADO,99,22,0,22,119,0,119,HGZ 46 GOMEZ PALACIO,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,,,DE LA CRUZ Y J.A. CASTRO,,,,,,"CALLE DE LA CRUZ Y J.A. CASTRO COL. C.P. 37000, GÓMEZ PALACIO, DURANGO",37000,EN OPERACION,1,,,25.5576,-103.5057,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,1632934,327985,10,10,10,11
24.0228,-104.654,24.0228,-104.654,6943,DGSSA017120,DURANGO,10,DURANGO,5,10005,VICTORIA DE DURANGO,1,DURANGO,1,SECRETARIA DE SALUD,SSA,DE APOYO,3,LABORATORIOS,LAB,NO ESPECIFICADO,99,0,0,0,0,0,0,#¿NOMBRE?,SI,1,1 PRUEBAS DE DETECCIÓN,,,5,CALLE,CUAUHTÉMOC,225 NORTE,,,,ZONA CENTRO,CUAHUTEMOC 225 NORTE,34000,FUERA DE OPERACION,3,,,24.0228,-104.654,SECRETARÍA DE SALUD ESTATAL,SESA,NO APLICA,6,URBANO,2,,1632934,582267,5,5,5,5
24.048,-104.651,24.048,-104.651,7006,DGSSA017756,DURANGO,10,DURANGO,5,10005,VICTORIA DE DURANGO,1,DURANGO,1,SECRETARIA DE SALUD,SSA,DE APOYO,3,LABORATORIOS,LAB,NO ESPECIFICADO,99,0,0,0,0,0,0,LABORATORIO ESTATAL DE SALUD PÚBLICA,SI,1,1 PRUEBAS DE DETECCIÓN,,,5,CALLE,JOSÉ MARÍA PATONI,403,,,,COL. EL CIPRES,"BLVD. JOSÉ MARÍA PATONI 403, COL. EL CIPRES",34217,EN OPERACION,1,01/08/2006,01/03/2010,24.048,-104.651,SECRETARÍA DE SALUD ESTATAL,SESA,NO APLICA,6,URBANO,2,,1632934,582267,5,5,5,5
16.8734,-99.8908,16.8734,-99.8908,7072,GRIMS000013,GUERRERO,12,ACAPULCO DE JUÁREZ,1,12001,ACAPULCO DE JUAREZ,1,ACAPULCO,7,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL REGIONAL,HGR,NO ESPECIFICADO,99,39,0,39,331,0,331,HGR 1 V. GUERRERO,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,RUIZ CORTINES INFONAVIT ALTA PROGRESO,SIN NÚMERO,,,,FRANCISCO VILLA,"AV. RUIZ CORTINES S/N, INFONAVIT ALTA PROGRESO COL. FRANCISCO VILLA C.P. 39610, ACAPULCO, GUERRERO",36910,EN OPERACION,1,,,16.8734,-99.8908,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,3388768,789971,56,56,59,60
17.5471,-99.4987,17.5471,-99.4987,7081,GRIMS000100,GUERRERO,12,CHILPANCINGO DE LOS BRAVO,29,12029,CHILPANCINGO DE LOS BRAVO,1,CENTRO,3,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR,HGSMF,NO ESPECIFICADO,99,17,0,17,21,0,21,HGSMF 3 CHILPANCINGO,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,MIGUEL ALEMÁN,70,,,,CENTRO,"AV. MIGUEL ALEMÁN NO. 70 COL. CENTRO C.P. 39610, CHILPANCINGO, GUERRERO",39610,EN OPERACION,1,,,17.5471,-99.4987,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,3388768,241717,27,27,29,31
16.9002,-99.8291,16.9002,-99.8291,8182,GRSSA011754,GUERRERO,12,ACAPULCO DE JUÁREZ,1,12001,ACAPULCO DE JUAREZ,1,ACAPULCO,7,SECRETARIA DE SALUD,SSA,DE APOYO,3,LABORATORIOS,LAB,NO ESPECIFICADO,99,0,0,0,0,0,0,LABORATORIO ESTATAL DE ACAPULCO,SI,1,1 PRUEBAS DE DETECCIÓN,,,5,CALLE,VICENTE GUERRERO Y JUAN R. ESCUDERO,,,,,CIUDAD RENACIMIENTO,"BOULEVARD VICENTE GUERRERO, JUAN R. ESCUDERO, COL. CD. RENACIMIENTO",39715,EN OPERACION,1,,10/10/1984,16.9002,-99.8291,SECRETARÍA DE SALUD ESTATAL,SESA,NO APLICA,6,URBANO,2,,3388768,789971,56,56,59,60
20.5187,-100.8237,20.5187,-100.8237,8282,GTIMS000062,GUANAJUATO,11,CELAYA,7,11007,CELAYA,1,CELAYA,3,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE ZONA,HGZ,NO ESPECIFICADO,99,26,0,26,181,0,181,HGZ 4 CELAYA,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,,,MUTUALISMO Y DIEGO RIVERA,,,,,RESIDENCIAL,"MUTUALISMO Y DIEGO RIVERA COL. RESIDENCIAL C.P. 38060, CELAYA, GUANAJUATO",38060,EN OPERACION,1,,,20.5187,-100.8237,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,5486372,468469,7,7,7,7
21.1398,-101.687,21.1398,-101.687,8298,GTIMS000226,GUANAJUATO,11,LEÓN,20,11020,LEON DE LOS ALDAMA,1,LEÓN,7,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL DE ESPECIALIDADES,HESP,NO ESPECIFICADO,99,82,0,82,237,0,237,HES 1 LEON,SI,3,,,3 HOSPITAL ATENCIÓN Y TRATAMIENTO,5,CALLE,ADOLFO LÓPEZ MATEOS Y PASEO DE LOS INSURGENTES,,,,,LOS PARAÍSOS,"BLVD. ADOLFO LÓPEZ MATEOS Y PASEO DE LOS INSURGENTES COL. LOS PARAÍSOS C.P. 37320, LEÓN, GUANAJUATO",37320,EN OPERACION,1,,,21.1398,-101.687,NO ESPECIFICADO,99,TERCER NIVEL,3,URBANO,2,,5486372,1436480,42,43,46,52
21.0983,-101.65,21.0983,-101.65,8338,GTIST000091,GUANAJUATO,11,LEÓN,20,11020,LEON DE LOS ALDAMA,1,LEÓN,7,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DE HOSPITALIZACIÓN,2,HOSPITAL REGIONAL / HOSPITAL DE ALTA ESPECIALIDAD,HR/HAE,NO ESPECIFICADO,99,59,0,59,73,0,73,LEON,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,PRADERA,1101,,,,AZTECA,"AV. PRADERA 1101, COL. AZTECA",99999,EN OPERACION,1,01/06/2004,01/12/2004,21.0983,-101.65,NO ESPECIFICADO,99,TERCER NIVEL,3,URBANO,2,,5486372,1436480,42,43,46,52
21.0886,-101.621,21.0886,-101.621,9258,GTSSA016674,GUANAJUATO,11,LEÓN,20,11020,LEON DE LOS ALDAMA,1,LEÓN,7,SECRETARIA DE SALUD,SSA,DE APOYO,3,LABORATORIOS,LAB,NO ESPECIFICADO,99,0,0,0,0,0,0,LABORATORIO DE SALUD PUBLICA ESTATAL,SI,1,1 PRUEBAS DE DETECCIÓN,,,,,BETTA,208,,,,FRACCIONAMIENTO INDUSTRIAL DELTA,BETTA NO.208 FRACC. INDUSTRIAL DELTA,99999,EN OPERACION,1,04/12/1999,04/09/1981,21.0886,-101.621,SECRETARÍA DE SALUD ESTATAL,SESA,NO APLICA,6,URBANO,2,,5486372,1436480,42,43,46,52
20.1146,-98.7242,20.1146,-98.7242,9595,HGIMS000082,HIDALGO,13,PACHUCA DE SOTO,48,13048,PACHUCA DE SOTO,1,PACHUCA,1,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE ZONA,HGZ,NO ESPECIFICADO,99,66,0,66,133,0,133,HGZMF 1 PACHUCA,SI,3,,2 ATENCIÓN Y TRATAMIENTO,3 HOSPITAL ATENCIÓN Y TRATAMIENTO,5,CALLE,MADERO,407,,,,CÉSPEDES,"AV. MADERO NO. 407 COL. CÉSPEDES C.P. 42090, PACHUCA DE SOTO, HIDALGO",42090,EN OPERACION,1,,,20.1146,-98.7242,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,2665018,267862,28,29,33,35
20.0543,-99.3397,20.0543,-99.3397,9603,HGIMS000164,HIDALGO,13,TULA DE ALLENDE,76,13076,TULA DE ALLENDE,1,TULA,3,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE ZONA,HGZ,NO ESPECIFICADO,99,29,0,29,33,0,33,HGZMF 5 TULA DE HIDALGO,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,,,MELCHOR OCAMPO,106,,,,CENTRO,"MELCHOR OCAMPO NO. 106 COL. CENTRO C.P. 42800, TULA DE ALLENDE, HIDALGO",42800,EN OPERACION,1,,,20.0543,-99.3397,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,2665018,103919,1,1,1,1
20.3754,-99.6541,20.3754,-99.6541,10004,HGSSA001503,HIDALGO,13,HUICHAPAN,29,13029,HUICHAPAN,1,HUICHAPAN,4,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL,M,NO ESPECIFICADO,99,0,6,6,30,9,39,HOSPITAL GENERAL HUICHAPAN,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,16 DE ENERO,S/N,S/N,3,BARRIO,ABUNDIO MARTINEZ,"CALLE 16 DE ENERO S/N ESQ. JORGE ROJO LUGO, BARRIO ABUNDIO MARTINEZ",42400,EN OPERACION,1,01/03/1999,01/08/2002,20.3754,-99.6541,SECRETARÍA DE SALUD ESTATAL,SESA,SEGUNDO NIVEL,2,URBANO,2,MEDICINA PREVENTIVA - CONSULTA EXTERNA BÁSICA | RADIOLOGIA - | LABORATORIO CLÍNICO - | URGENCIAS - URGENCIAS | TOCOCIRUGIA - TOCOLOGIA Y TOCOCIRUGIA | QUIRURGICAS - QUIROFANO | IMAGENOLOGIA - IMAGENOLOGÍA | TRAUMATOLOGIA - HOSPITALIZACIÓN | PEDIATRIA - HOSPITALIZACIÓN | GINECO-OBSTETRICIA - HOSPITALIZACIÓN | CIRUGIA GENERAL - HOSPITALIZACIÓN | MEDICINA INTERNA - HOSPITALIZACION | TRAUMATOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | PEDIATRIA - CONSULTA EXTERNA ESPECIALIDADES | MEDICINA INTERNA - CONSULTA EXTERNA ESPECIALIDADES | GINECOLOGIA Y OBSTETRICIA - CONSULTA EXTERNA ESPECIALIDADES | CIRUGIA GENERAL - CONSULTA EXTERNA ESPECIALIDADES | PLANIFICACIÓN FAMILIAR - CONSULTA EXTERNA BÁSICA | NUTRICIÓN - CONSULTA EXTERNA BÁSICA |,2665018,44253,0,0,0,0
20.1161,-98.7795,20.1161,-98.7795,10360,HGSSA015475,HIDALGO,13,PACHUCA DE SOTO,48,13048,PACHUCA DE SOTO,1,PACHUCA,1,SECRETARIA DE SALUD,SSA,DE APOYO,3,LABORATORIOS,LAB,NO ESPECIFICADO,99,0,0,0,0,0,0,LABORATORIO ESTATAL,SI,1,1 PRUEBAS DE DETECCIÓN,,,4,BOULEVARD,LUIS DONALDO COLOSIO,,,7,COLONIA,PARQUE DE POBLAMIENTO,"BOULEVARD LUIS DONALDO COLISIO S/N, COL. PARQUE DE POBLAMIENTO",42088,EN OPERACION,1,,,20.1161,-98.7795,SECRETARÍA DE SALUD ESTATAL,SESA,NO APLICA,6,URBANO,2,,2665018,267862,28,29,33,35
20.6862,-103.3274,20.6862,-103.3274,10662,JCIMS000301,JALISCO,14,GUADALAJARA,39,14039,GUADALAJARA,1,CENTRO GUADALAJARA,13,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL DE ESPECIALIDADES,HESP,NO ESPECIFICADO,99,71,0,71,456,0,456,HES CMN OCCIDENTE,SI,3,,2 ATENCIÓN Y TRATAMIENTO,3 HOSPITAL ATENCIÓN Y TRATAMIENTO,,,BELISARIO DOMÍNGUEZ,1000,,,,OBLATOS,"BELISARIO DOMÍNGUEZ NO. 1000 COL. OBLATOS C.P. 44340, GUADALAJARA, JALISCO",44340,EN OPERACION,1,,,20.6862,-103.3274,NO ESPECIFICADO,99,TERCER NIVEL,3,URBANO,2,,7350682,1495189,68,69,69,71
20.6893,-103.3018,20.6893,-103.3018,10667,JCIMS000354,JALISCO,14,GUADALAJARA,39,14039,GUADALAJARA,1,CENTRO GUADALAJARA,13,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE ZONA,HGZ,NO ESPECIFICADO,99,71,0,71,322,0,322,HGR 110 OBLATOS,SI,3,,2 ATENCIÓN Y TRATAMIENTO,3 HOSPITAL ATENCIÓN Y TRATAMIENTO,5,CALLE,OBLATOS,2208,,,,FELIPE ÁNGELES,"AV. CIRCUNVALACIÓN OBLATOS NO. 2208 COL. FELIPE ANGELES C.P. 44700, OBLATOS, JALISCO",44700,EN OPERACION,1,,,20.6893,-103.3018,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,7350682,1495189,68,69,69,71
